组名称       词语          类型      描述
爆笑成语1_废寝忘食  兢兢业业
爆笑成语1_废寝忘食  夜以继日
爆笑成语1_废寝忘食  饱食终日
爆笑成语1_废寝忘食  废寝忘食
爆笑成语1_废寝忘食  食指大动
爆笑成语1_废寝忘食  动之以情
爆笑成语1_废寝忘食  情同手足
爆笑成语1_废寝忘食  足智多谋
爆笑成语1_废寝忘食  谋财害命
爆笑成语1_废寝忘食  命若悬丝
爆笑成语1_废寝忘食  丝丝入扣
爆笑成语1_废寝忘食  和人心弦
爆笑成语1_废寝忘食  弦外之意
爆笑成语1_废寝忘食  意味深长
爆笑成语1_废寝忘食  长驱直入
爆笑成语1_废寝忘食  入土为安
爆笑成语1_废寝忘食  安土重迁
爆笑成语1_废寝忘食  迁客骚人
爆笑成语1_废寝忘食  人去楼空
爆笑成语1_废寝忘食  空谷足音
爆笑成语1_废寝忘食  音容宛在
爆笑成语1_废寝忘食  无人问津
爆笑成语1_废寝忘食  引人入胜
爆笑成语1_废寝忘食  动人心弦
爆笑成语1_废寝忘食  吉人天相
爆笑成语1_废寝忘食  成人之美
爆笑成语1_废寝忘食  因人而异
爆笑成语1_废寝忘食  盲人摸象
爆笑成语1_废寝忘食  拾人牙慧
爆笑成语1_浪子回头  弃恶从善
爆笑成语1_浪子回头  迷途知返
爆笑成语1_浪子回头  执迷不悟
爆笑成语1_浪子回头  浪子回头
爆笑成语1_浪子回头  头破血流
爆笑成语1_浪子回头  流芳百世
爆笑成语1_浪子回头  世风日下
爆笑成语1_浪子回头  下不力例
爆笑成语1_浪子回头  例行公事
爆笑成语1_浪子回头  事不宜迟
爆笑成语1_浪子回头  迟日旷久
爆笑成语1_浪子回头  久安长治
爆笑成语1_浪子回头  治病救人
爆笑成语1_浪子回头  人中之龙
爆笑成语1_浪子回头  龙争虎斗
爆笑成语1_浪子回头  斗志昂扬
爆笑成语1_浪子回头  扬名四海
爆笑成语1_浪子回头  海枯石烂
爆笑成语1_浪子回头  烂漫天真
爆笑成语1_浪子回头  真凭实据
爆笑成语1_浪子回头  据理力争
爆笑成语1_浪子回头  戒骄戒躁
爆笑成语1_浪子回头  若即若离
爆笑成语1_浪子回头  群策群力
爆笑成语1_浪子回头  好逸恶劳
爆笑成语1_浪子回头  孜孜不倦
爆笑成语1_浪子回头  凿壁偷光
爆笑成语1_别开生面     面目一新
爆笑成语1_别开生面     别具一格
爆笑成语1_别开生面     规行矩步
爆笑成语1_别开生面     千篇一律
爆笑成语1_别开生面     别开生面
爆笑成语1_别开生面     面红耳赤
爆笑成语1_别开生面     赤子之心
爆笑成语1_别开生面     心平气和
爆笑成语1_别开生面     和衷共济
爆笑成语1_别开生面     济世救人
爆笑成语1_别开生面     人尽其才
爆笑成语1_别开生面     才华横溢
爆笑成语1_别开生面     溢美之词
爆笑成语1_别开生面     词不达意
爆笑成语1_别开生面     意在笔先
爆笑成语1_别开生面     先人后己
爆笑成语1_别开生面     已所不欲，勿施于人
爆笑成语1_别开生面     人来人往
爆笑成语1_别开生面     往返徒劳
爆笑成语1_别开生面     劳苦功高
爆笑成语1_别开生面     高山流水
爆笑成语1_别开生面     水中捞月
爆笑成语1_别开生面     万象更新
爆笑成语1_别开生面     虎背熊腰
爆笑成语1_别开生面     千军万马
爆笑成语1_别开生面     心猿意马
爆笑成语1_别开生面     对牛弹琴
爆笑成语1_别开生面     声名狼藉
爆笑成语1_别开生面     打草惊蛇
爆笑成语1_别开生面     狼吞虎咽
爆笑成语1_凶神恶煞  混世魔王
爆笑成语1_凶神恶煞  慈眉善目
爆笑成语1_凶神恶煞  凶神恶煞
爆笑成语1_凶神恶煞  煞有介事
爆笑成语1_凶神恶煞  事倍功半
爆笑成语1_凶神恶煞  半信半疑
爆笑成语1_凶神恶煞  疑神疑鬼
爆笑成语1_凶神恶煞  鬼使神差
爆笑成语1_凶神恶煞  差强人意
爆笑成语1_凶神恶煞  意味深长
爆笑成语1_凶神恶煞  长久之计
爆笑成语1_凶神恶煞  计上心头
